Word,Synonyms,Antonyms,link
old,"['overaged', 'elderly', 'sexagenarian', 'white-haired', 'grey-headed', 'hoar', 'aged', 'gray-haired', 'gray-headed', 'aging', 'grey-haired', 'ancient', 'venerable', 'grizzly', 'hoary', 'senile', 'overage', 'anile', 'gaga', 'over-the-hill', 'centenarian', 'octogenarian', 'experienced', 'superannuated', 'gray', 'middle-aged', 'nonagenarian', 'emeritus', 'of age', 'doddering', 'older', 'ageing', 'age', 'grey', 'darkened', 'experient', 'mature', 'senior', 'oldish', 'doddery', 'senescent', 'antique', 'old', 'antique', 'demode', 'old-hat', 'ex', 'passee', 'unstylish', 'passe', 'outmoded', 'unfashionable', 'antique', 'yellow', 'past', 'rusty', 'hand-me-down', 'hoary', 'patched', 'auld', 'longtime', 'antediluvian', 'used', 'secondhand', 'hand-down', 'age-old', 'archaic', 'antiquated', 'yellowed', 'nonmodern', 'noncurrent', 'immemorial', 'long-ago', 'worn', 'sunset', 'stale', 'age', 'familiar', 'experienced', 'experient', 'older', 'genuine', 'honest-to-god', 'echt', 'sure-enough', 'honest-to-goodness', 'past', 'erstwhile', 'quondam', 'onetime', 'sometime', 'one-time', 'former', 'past', 'past times', 'yesteryear', 'preceding', 'previous']","['immature', 'young', 'inexperienced', 'junior', 'timing', 'new', 'unaccustomed', 'fashionable', 'rakish', 'up-to-date', 'trendsetting', 'faddish', 'modern', 'current', 'future', 'fresh', 'new', 'present', 'unfamiliar', 'inexperienced', 'next', 'temporal relation', 'counterfeit', 'following', 'back-to-back', 'ensuing', 'in line', 'future', 'present', 'consecutive', 'postmortem', 'undermentioned', 'future', 'incoming', 'late', 'succeeding', 'subsequent']",http://www.synonym.com/synonyms/?term=old
